292230	837510,431960,329890,585410,919280,384300,857320,665300,550060,325180,266310,251810
292240	790740,283940,435400,294530,207690,283960,855640,294660,294650,581270,495110,284750
292260	790740,283940,435400,294670,283980,294530,292820,284750,294680,292240,207690,458470
292280	790740,283940,435400,294530,292240,207690,283960,855640,294660,294650,581270,495110
292300	790740,283940,294670,283980,435400,292820,294530,284750,292260,294680,458470,657040
292330	457140,464920,573490,403190,375910,294100,648350,242920,280720,621060,671440,271240
292350	585410,919280,325180,266310,251810,347400,585620,443970,585610,220980,234820,364970
292370	680320,686190,1010670,522610,851840,1011940,683760,717190,420530,335670,498550,971230
292380	320300,235800,270850,617690,717780,516580,656370,594980,537340,491620,370510,461430
292390	1010750,2310,255940,287020,2280,379720,410710,32380,434050,643620,519860,2320
292400	272270,973760,812140,47810,292030,640820,560130,375440,237850,291650,362960,288470
292410	44350,378860,646910,47870,24740,17430,421020,645630,244210,675010,690790,241560
292420	236390,686810,444200,244450,307960,35450,64000,782670,231430,91330,312980,1019250
292480	502800,263620,411830,214590,418340,511680,237310,632350,311730,544750,329490,245170
292500	250760,460950,504230,495050,595790,703620,764790,916730,1061090,838310,742300,312530
292570	323850,291550,728880,880940,300380,709440,674940,251470,432980,448510,250110,785260
292600	287980,322500,1069270,367580,785890,230270,29180,261570,676420,63700,367520,253030
292620	621060,732690,477160,239030,736260,329110,3590,367450,238460,846470,339800,683320
292630	523650,251270,597760,751440,353560,414700,362680,736190,967050,483980,555950,612070
292660	288160,425580,435400,522470,532110,284770,855640,294650,495110,284750,1020270,678970
292670	284770,855640,495110,284750,678970,699780,458470,288160,657040,284850,615350,425580
292730	311210,218230,480490,208200,202970,1058020,548430,261640,209650,42700,108800,337000
292760	268400,370540,306630,374380,8930,660160,779340,312450,289070,338130,214950,218090
292780	283940,435400,207690,790740,283960,855640,294670,581270,711660,294650,3320,495110
292800	790740,294530,283940,435400,855640,294650,581270,495110,284750,294670,292240,207690
292820	790740,283940,294670,283980,435400,294530,292260,294680,317030,292240,207690,283960
292840	848350,434170,47890,3590,397430,726830,218680,702670,437920,794800,584400,790740
292860	790740,283940,435400,294530,292240,207690,283960,855640,294660,294650,581270,495110
292880	522470,288160,425580,435400,532110,284770,464340,855640,294650,495110,935580,284750
292910	220740,421050,214340,787480,32360,569860,730820,316790,330830,413410,228360,32460
292930	541570,532210,94300,262000,787480,532110,413410,46500,250320,332800,402260,350640
293160	373420,435150,560130,291650,552620,640820,245450,228280,346940,208400,699170,257350
293180	379720,519860,480490,400940,239140,342180,232090,500,242760,287390,286690,505230
293200	489520,570,644930,3590,236110,438480,328080,523660,65800,688420,227860,960090
293220	578080,755790,460930,287700,632360,813820,625340,365590,235600,203140,238090,230410
293240	344740,268130,857980,727130,212680,369550,211820,953870,17440,808800,858210,271260
293260	316010,290340,364470,247000,397060,601510,453480,705220,213850,556820,799960,282800
293320	250620,391720,399810,282140,514900,244910,242760,239200,230840,523650,258520,402020
293340	227300,433340,457140,352720,451340,613100,641320,314650,621060,535930,666140,255710
293400	221100,359320,376210,625340,311310,346110,8500,9900,324510,513710,529180,471710
293420	1041690,489520,368230,397160,496300,238960,236110,569480,816340,424370,340360,246420
293440	368620,851100,692850,356650,345820,916730,588650,764790,718590,241600,900270,620220
293460	41700,939520,500,329430,899440,301640,790850,219990,8980,4500,233740,435530
293480	751780,305620,105600,433340,264710,848450,383120,211820,440900,573090,666140,377160
293520	376210,401190,613270,518790,346110,552520,850960,253710,298110,371660,897380,220240
293540	767560,755790,301520,113400,230410,342200,386180,813820,218230,227940,893520,444090
293600	291550,880940,204360,709440,434650,416600,278080,674520,325930,102840,6120,331600
293660	544330,253230,683320,219890,789110,512790,597700,406150,257510,261570,48000,337490
293680	317280,977460,356530,603380,359390,333390,568770,412830,589860,310080,502120,350550
293720	857980,548430,548570,377160,261640,379720,311210,8870,8980,218230,1058020,612880
293740	226620,609490,342610,262060,432380,250900,431810,283040,333640,243970,259680,261570
293760	645630,255710,750050,621060,868360,294100,606800,453090,493340,774351,860890,457140
293780	445980,238280,311690,247080,250900,539400,677120,606150,753420,251470,512900,340520
293800	451520,282140,429050,356180,704850,251890,519160,657200,341800,726830,448280,343780
293840	307960,246900,10180,286160,6060,728880,782330,880940,555160,311690,236390,243470
293860	967050,500,509980,503350,677160,815370,774861,599080,202970,391720,420930,251170
293880	937170,381780,594320,820880,646270,815070,668590,490690,742520,645820,1048090,711660
293900	230270,785260,925460,584400,242550,531510,207140,728880,880940,516790,291550,678950
293920	211340,350550,310080,461700,333390,524200,317300,337940,453340,334850,796260,288220
293940	346010,508440,431240,367450,246900,863550,550010,686810,437920,737800,228380,4000
293960	671440,503940,255710,493340,453090,648350,323190,271240,573490,492720,233450,242920
294000	291550,728880,880940,674940,323850,293780,448510,531510,251470,204360,445980,252110
294020	311260,671440,335620,612720,359320,503940,212010,39680,573490,271240,877270,2820
294040	758190,929010,627690,751780,564710,610080,402840,413150,363970,105600,599460,676500
294060	504230,367520,268910,842910,535480,95400,835430,846470,542050,579840,250760,230700
294100	233860,457140,1055090,464920,427520,455980,403190,366090,361420,588430,751780,900010
294140	48000,250620,242760,424840,288160,715560,752590,414340,314020,597760,244710,253330
294160	570,339600,755800,444200,235340,206500,236110,4920,345330,335240,762560,507490
294190	238960,508440,253230,322330,751780,105600,242760,1051200,275850,233860,477160,219740
294230	846470,546050,848350,3590,343780,728880,774171,702670,437920,766740,725080,218680
294280	213670,227380,292030,8870,208650,201810,250760,258590,288470,32370,969990,243470
294370	262060,561740,815290,333640,259680,722730,341390,329970,527230,365360,266210,1038370
294390	522470,288160,425580,435400,532110,284770,464340,855640,294650,495110,284750,454250
294460	367520,504230,250760,261570,460950,248310,584400,268910,209190,274270,590590,588650
294530	790740,283960,340310,855640,294650,581270,495110,284750,294670,678970,458470,657040
294540	283940,435400,790740,207690,283960,294530,855640,294660,581270,495110,284750,294670
294550	283940,855640,435400,495110,790740,284750,678970,699780,458470,657040,284850,615350
294570	790740,435400,283940,207690,283960,855640,294650,294530,581270,495110,284750,283980
294580	47890,726830,584400,428690,255710,384190,613100,493340,218680,641320,702670,728880
294590	812140,752590,535230,779340,236390,919640,368500,629760,48700,231430,322520,244450
294650	435400,855640,495110,284750,678970,458470,657040,284850,615350,662190,458480,504000
294660	283940,435400,207690,283960,790740,855640,581270,495110,284750,294670,283980,294540
294680	294670,283980,292820,292260,317030,284000,790740,283940,292300,435400,294530,292240
294690	790740,283940,435400,294530,292240,207690,283960,855640,294660,294650,581270,495110
294700	294670,790740,283980,292820,283940,292260,435400,294680,294530,317030,284000,292240
294710	790740,283940,435400,294530,292240,207690,283960,855640,294660,294650,581270,495110
294720	283940,294540,294670,283980,292820,790740,292260,294680,3320,319400,317030,435400
294730	255710,508440,493340,921570,286160,492720,535930,872790,470220,858810,431240,569480
294750	570,489520,236110,210770,644930,524010,523660,65800,249050,688420,204530,3590
294790	281990,204880,339600,32470,931280,573100,755800,261470,573410,392110,510500,386070
294810	678950,520440,310950,357190,222940,376300,348550,45760,245170,801630,571260,388750
294830	784150,286160,24780,285330,285310,245620,255710,266840,246620,294100,493340,464920
294860	790820,803600,405900,251150,237890,470310,495280,260130,312600,699170,529160,359870
295110	221100,299740,251570,108600,239140,304930,939510,550,513710,113420,329430,383150
295250	501300,343860,383870,215670,327410,512790,221910,611760,232430,361550,354180,269050
