611760	0.908
469790	0.903
635940	0.903
760890	0.902
970570	0.901
1037190	0.901
385250	0.9
976940	0.9
303590	0.898
530320	0.898
858210	0.898
885810	0.898
691450	0.897
862570	0.897
32150	0.896
512490	0.896
857450	0.896
979600	0.896
944220	0.895
421660	0.894
529150	0.894
891510	0.893
410890	0.892
773670	0.892
858940	0.892
411970	0.891
516480	0.891
753220	0.891
353540	0.89
398000	0.89
530120	0.89
590590	0.89
251370	0.889
428080	0.889
439490	0.889
472870	0.889
406550	0.888
516600	0.888
745850	0.888
758090	0.888
314180	0.887
567030	0.887
858760	0.887
882110	0.887
882710	0.887
353090	0.886
393190	0.886
522040	0.886
586880	0.886
744800	0.886
292600	0.885
796790	0.885
589770	0.884
1012240	0.884
3390	0.883
80360	0.883
235980	0.883
505700	0.883
510420	0.883
588730	0.883
971680	0.883
284810	0.882
410980	0.882
426690	0.882
446840	0.882
615120	0.882
757480	0.882
1070580	0.882
294660	0.881
344480	0.881
497780	0.881
822930	0.881
836490	0.881
925440	0.881
412670	0.88
542260	0.88
624460	0.88
658620	0.88
809020	0.88
949060	0.88
382000	0.879
585180	0.879
665270	0.879
760330	0.879
802890	0.879
1025070	0.879
301300	0.878
908520	0.878
934860	0.878
959750	0.878
3620	0.877
578900	0.877
273570	0.876
377670	0.876
639270	0.876
653950	0.876
779990	0.876
375130	0.875
377080	0.875
427700	0.875
453000	0.875
557630	0.875
662210	0.875
715010	0.875
823580	0.875
971210	0.875
984560	0.875
1065970	0.875
292500	0.874
415170	0.874
503400	0.874
573170	0.874
630060	0.874
922400	0.874
396350	0.873
399600	0.873
433000	0.873
489610	0.873
787070	0.873
1054170	0.873
283940	0.872
458760	0.872
473770	0.872
640380	0.872
822760	0.872
907000	0.872
262850	0.871
350910	0.871
368570	0.871
406870	0.871
428750	0.871
473920	0.871
496350	0.871
530350	0.871
629440	0.871
793690	0.871
830820	0.871
252130	0.87
528060	0.87
544970	0.87
844660	0.87
852110	0.87
889480	0.87
896460	0.87
910630	0.87
342610	0.869
450550	0.869
466810	0.869
672730	0.869
716340	0.869
876650	0.869
1018850	0.869
3540	0.868
380670	0.868
402530	0.868
438320	0.868
559010	0.868
629650	0.868
804700	0.868
316600	0.867
336610	0.867
349250	0.867
371180	0.867
534290	0.867
568320	0.867
648100	0.867
732810	0.867
843260	0.867
856620	0.867
899610	0.867
333260	0.866
357600	0.866
476540	0.866
668350	0.866
691770	0.866
716650	0.866
743130	0.866
758500	0.866
792710	0.866
866540	0.866
25990	0.865
80350	0.865
251830	0.865
267360	0.865
292800	0.865
434210	0.865
441540	0.865
510680	0.865
559330	0.865
585890	0.865
704470	0.865
1034900	0.865
337720	0.864
351090	0.864
354400	0.864
561080	0.864
618720	0.864
714800	0.864
745960	0.864
865540	0.864
873200	0.864
879510	0.864
1025050	0.864
238530	0.863
280560	0.863
284790	0.863
327140	0.863
361230	0.863
573770	0.863
639490	0.863
655480	0.863
671700	0.863
689580	0.863
855640	0.863
965670	0.863
305760	0.862
313400	0.862
377660	0.862
390730	0.862
648580	0.862
655010	0.862
687980	0.862
757180	0.862
959890	0.862
963000	0.862
61730	0.861
216090	0.861
329460	0.861
421630	0.861
447510	0.861
508790	0.861
529520	0.861
605990	0.861
771310	0.861
774091	0.861
774201	0.861
778330	0.861
836450	0.861
893730	0.861
357300	0.86
283980	0.86
311800	0.86
316610	0.86
317040	0.86
383270	0.86
397430	0.86
401810	0.86
425770	0.86
432980	0.86
462990	0.86
477130	0.86
482390	0.86
564330	0.86
595430	0.86
655770	0.86
703320	0.86
848280	0.86
893790	0.86
18040	0.859
328730	0.859
544390	0.859
687590	0.859
696480	0.859
828580	0.859
956450	0.859
1040490	0.859
234510	0.858
239090	0.858
384680	0.858
480450	0.858
546080	0.858
577480	0.858
594130	0.858
631900	0.858
766730	0.858
810230	0.858
913010	0.858
1057680	0.858
7650	0.857
349760	0.857
377450	0.857
