29900	176	217
31170	314	358
31180	22	26
31190	21	23
31200	18	26
31210	24	28
31220	167	181
31230	14	15
31240	11	12
31250	12	13
31260	18	19
31270	803	915
31280	4874	5601
31290	1069	1196
31300	9	27
31700	187	213
31800	12	19
31810	45	49
31820	30	35
31830	58	64
31840	31	33
31850	30	34
31860	20	23
31870	8	20
31890	17	20
31900	15	22
31910	23	30
31920	18	23
31930	26	33
31980	19	27
32000	0	13
32110	11	13
32120	5	9
32140	36	49
32150	291	296
32160	90	100
32200	57	78
32310	111	141
32330	257	332
32340	281	319
32350	166	331
32360	1966	2067
32370	10086	11547
32380	655	918
32390	320	504
32400	1193	1324
32410	28	40
32420	146	413
32430	1801	2799
32440	2829	3069
32450	133	181
32460	1112	1170
32470	5779	6133
32500	1509	2547
32510	767	897
32610	48	84
32620	224	247
32630	162	188
32640	123	133
32650	57	72
32660	42	56
32670	249	271
32680	166	181
32710	25	34
32720	33	47
32730	44	72
32740	30	38
32750	93	107
32760	95	109
32770	103	120
32800	2241	2891
32900	82	126
33100	523	574
33110	97	152
33120	429	463
33130	193	223
33180	130	161
33210	259	297
33320	468	713
33390	17	22
33460	1262	1970
33520	350	397
33550	3	11
33570	253	330
33580	53	85
33600	310	348
33610	148	291
33620	209	260
33650	243	273
33660	17	23
33670	118	192
33680	787	860
33710	1	3
33720	5	6
33730	56	81
33750	5	26
33760	0	4
33770	111	145
33790	6	9
33950	56	58
33980	66	107
33990	76	157
34030	4543	5115
34180	3	6
34190	453	572
34272	0	0
34273	3	3
34274	1	1
34275	3	3
34276	5	6
34277	1	1
34278	7	7
34279	3	3
34280	4	4
34281	3	3
34283	0	0
34284	3	3
34285	2	3
34286	5	5
34287	1	2
34289	5	5
34310	1	2
34311	1	1
34312	1	1
34313	5	5
34314	0	1
34315	3	3
34316	3	3
34317	1	2
34318	5	5
34319	1	1
34410	187	222
34420	28	64
34500	23	28
34600	153	222
34630	6	8
34640	11	13
34800	29	38
34810	70	88
34820	250	316
34830	1207	2215
34900	4878	6448
34920	23	107
35000	1129	1294
35070	43	68
35130	1838	1995
35140	11903	12457
35300	35	49
35310	41	53
35320	76	102
35480	362	455
35600	38	71
35700	7471	7796
35720	11077	11555
35800	125	147
36000	143	219
36100	40	42
36130	3	4
36150	7	8
36180	25	36
36210	8	11
36240	6	6
36270	6	9
36300	12	18
36310	11	12
36320	2	5
36900	0	2
36910	2	10
37000	481	589
37010	108	176
37030	92	118
37100	64	90
37210	44	67
37220	22	30
37230	4	6
37240	28	93
37260	43	46
37270	18	18
37280	13	16
37290	5	6
37300	8	13
37310	4	13
37320	2	5
37330	3	4
37340	5	6
37360	5	7
37370	2	3
37380	3	8
37400	357	412
37500	23	31
37600	471	518
37700	151	215
37800	24	36
37960	17	20
38000	18	20
38070	8	9
38080	11	13
38090	3	3
38100	2	2
38110	4	7
38120	16	17
38130	15	17
38140	7	8
38150	4	5
38160	2	2
38170	17	19
38180	6	6
38190	4	9
38210	185	232
38230	58	138
38430	154	193
38440	299	328
38450	126	169
38460	89	105
38490	44	58
38600	1130	1255
38700	1261	1427
38720	924	1021
38740	1415	1534
39000	9931	11100
39110	138	179
39120	6905	9239
39160	659	1150
39190	1082	1464
39200	731	1060
39500	2406	3069
39510	3013	3449
39520	164	237
39530	349	390
39540	625	764
39550	309	444
39560	67	217
39630	107	135
39640	78	103
39650	266	395
39660	92	133
39670	495	658
39680	1666	2109
39690	506	985
39800	1685	1907
39900	8	15
40100	3039	3605
40200	6	9
40210	6	6
40320	75	86
40330	98	118
40340	55	71
40350	187	208
40380	686	852
40390	1219	1582
40400	735	844
40420	56	80
40500	6	18
40700	3938	4139
40720	524	635
40800	17180	18138
40930	273	308
40950	2553	2722
40960	608	723
40970	3306	3437
40980	341	438
40990	1682	1873
41014	151	160
41050	1201	1236
41060	678	699
41070	11343	12846
41100	258	288
41300	1554	1682
41400	5	23
41500	2775	3024
41600	30	65
41660	7	12
41680	2	11
41700	8300	8696
41730	50	67
41740	192	237
41800	317	390
41900	428	539
42000	7	11
42140	116	171
42147	0	0
42170	310	532
42200	21	27
42210	47	65
42220	43	51
42230	15	24
42500	119	187
42670	2537	2751
42810	47	67
42850	161	183
42890	292	330
42900	1	1
42910	12157	13413
42920	26	69
42930	6	8
42940	4	6
42950	8	9
42960	4078	4617
42980	81	115
42990	230	537
43000	258	426
43100	83	108
43500	48	119
43600	42	47
44100	65	76
44350	5763	7119
44360	193	277
44600	29	50
44680	4	4
44690	123	138
45000	211	235
45100	490	600
45300	280	422
45400	509	542
45410	47	90
45420	0	1
45450	219	238
45700	1309	1434
45710	199	394
45720	106	189
45730	100	227
45750	856	1324
45760	4947	5564
46000	55	81
46200	32	44
46250	109	146
46260	229	283
46270	157	196
46280	34	83
46290	97	174
46340	71	107
46350	22	43
46360	65	104
46370	111	212
46380	20	49
46400	68	157
46410	120	171
46440	67	218
46450	149	251
46460	203	245
46500	1469	1651
46510	583	682
46520	67	116
46540	171	433
46550	74	140
46560	352	585
46570	70	136
46600	36	47
46700	5	26
46710	10	24
46720	3	14
46730	9	39
46740	17	72
46750	92	144
46760	5	12
46770	166	215
46790	14	26
46830	7	20
46840	1	7
46850	23	31
47000	422	492
47110	2	4
47120	2	2
47130	5	7
47400	566	2113
47410	4911	7537
47500	10	12
47520	5	5
47540	214	269
47570	2	2
47700	347	2017
47780	7522	7937
47800	358	551
47870	9987	12556
47890	10539	12928
47920	951	1542
48000	14098	15075
48110	510	1272
48150	4	5
48220	2368	5168
48240	5075	8573
48700	58292	59915
48720	4868	5728
48800	483	1096
48900	226	284
48950	273	310
49000	22	28
49300	46	107
49320	26	42
49330	50	88
49409	0	0
49470	616	696
49600	4359	4560
49800	81	216
49810	76	91
49900	99	155
50000	127	134
50130	16870	18024
50510	39	98
50820	22	26
50910	13	13
50920	7	11
50930	2	5
50940	6	7
50960	16	19
50970	14	20
50980	10	12
50990	21	21
51000	16	22
51010	30	45
51020	5	6
51030	6	7
51060	77	88
55000	136	155
55020	2	4
55040	695	786
55140	1079	1321
55230	29721	31014
56438	18	18
57000	75	82
57200	379	414
57300	10812	11307
57620	120	211
57640	873	949
57650	175	400
57680	243	338
57690	5696	6232
57700	82	116
57800	29	82
57900	2381	3533
58200	162	185
58230	30	32
58400	32	79
58520	454	569
58550	116	359
58560	169	199
58570	324	382
58610	1410	1881
60340	12	16
60350	29	32
60600	30	52
60700	7	23
60800	55	107
61100	76	97
61310	33	44
61500	281	363
61510	90	114
61520	197	228
61600	219	239
61700	845	952
61730	186	195
62000	360	394
62100	476	502
63000	336	394
63110	74	108
63200	559	700
63380	4087	4673
63500	238	264
63610	274	373
63620	42	54
63630	16	23
63640	15	20
63650	65	83
63660	151	230
63700	475	573
63710	1408	1588
63800	183	322
63900	86	104
63910	421	462
63940	324	535
63950	326	505
63960	40	102
64000	2166	2489
65070	38	64
65080	48	64
65200	27	75
65270	136	161
65300	828	886
65400	75	83
65500	59	96
65530	56	95
65540	2726	3199
65560	164	313
65600	189	411
65610	91	290
65710	217	273
65730	218	366
65800	6502	7048
65980	5693	10553
67000	302	399
70000	6540	7587
70100	212	310
70110	69	118
70120	66	194
70200	59	73
70210	83	99
70300	4013	4158
70400	4488	4659
70420	386	511
70500	23	28
70600	1518	1729
70620	179	213
70640	198	230
70650	46	81
70660	59	109
70900	183	212
71000	292	375
71110	2	2
71111	2	2
71112	4	5
71113	21	23
71114	4	4
71115	3	5
71116	6	6
71117	4	4
71118	6	6
71119	4	4
71120	8	8
71160	4	4
71161	2	2
71162	17	17
71163	10	11
71164	7	7
71165	8	8
71166	0	0
71167	1	1
71168	5	5
71230	670	797
71240	128	155
71250	2411	2790
71260	503	553
71340	4716	5120
72000	274	319
72200	1767	2181
72400	214	279
72500	30	70
72850	146704	156135
72900	139	217
73010	386	515
73020	470	643
73060	10	46
73170	911	1026
73190	29	68
73210	167	257
73220	93	150
78000	1475	1543
80000	24	105
80200	237	303
80300	39	47
80310	724	808
80330	684	769
80340	293	317
80350	236	248
80360	231	237
90200	293	349
90400	36	41
90500	54	132
91100	473	530
91200	577	661
91330	383	637
91600	1504	1662
91700	3474	4197
91800	41	47
91900	649	736
92100	810	1348
92200	96	103
92210	111	130
92220	84	99
92300	378	532
92400	24	32
92600	55	70
92800	1752	1821
92900	54	118
93200	424	504
94000	272	486
94200	521	549
94300	764	833
94400	3977	4511
94500	56	63
94510	58	65
94520	58	63
94530	77	85
94590	242	277
94600	25	29
94610	9	12
95000	28	32
95300	414	496
95400	1698	1817
95900	102	164
96000	2202	2491
96100	6017	7009
96200	52	65
96800	98	163
96900	6	10
97000	1030	1139
97100	595	769
97110	34	41
97120	41	47
97330	800	913
98100	147	197
98200	885	985
98300	935	1036
98500	91	166
98600	174	219
98800	2579	2725
98900	48	69
99100	61	201
99120	20	35
99200	84	90
99300	489	577
99400	100	197
99410	16	65
99700	213	230
99900	15900	19120
99910	970	1212
100400	47	62
100980	72	78
102200	142	182
102400	6	7
102600	4061	4191
102810	60	76
104000	88	116
104020	41	49
104100	45	67
104200	3505	4131
104600	349	428
104900	15314	19981
105000	689	920
105100	103	226
105300	209	253
105420	112	132
105450	11739	13377
105600	199250	205353
105700	41	56
105800	394	454
107100	20140	20979
107200	1611	1730
107300	884	1049
107310	2456	2642
107600	860	908
107800	817	890
108110	27	97
108200	774	916
108210	180	301
108500	242	276
108600	13192	15190
108700	273	390
108710	16068	17689
109200	67	84
109500	79	132
109600	18677	24232
109700	26	44
110400	46	52
110500	54	80
110600	10	15
110610	16	18
110630	14	20
111000	36	63
111010	36	55
111100	147	161
111300	19	27
111400	107	246
111600	385	453
111800	300	362
111900	101	380
112100	238	287
113020	3198	3452
113200	32085	33546
113420	3965	7138
115100	1603	1697
115110	654	718
115120	443	534
115200	127	292
115210	147	224
115220	132	198
115800	2167	2403
116100	105	146
116120	45	51
200010	970	1156
200020	40	111
200080	69	98
200130	125	162
200150	90	197
200170	2537	3022
200190	21	37
200210	23808	28572
200230	226	361
200260	16548	17500
200370	187	298
200390	51	88
200410	28	51
200670	31	93
200710	21153	22403
200900	0	0
200910	826	930
200940	1738	1919
200960	217	232
200980	28	31
200990	22	26
201000	19	19
201010	48	51
201070	189	322
201210	384	532
201230	863	1187
201270	0	0
201271	182	200
201290	371	486
201420	432	499
201480	271	513
201490	49	288
201510	231	1847
201570	145	197
201790	8654	9154
201830	727	1064
202070	145	166
202130	130	287
202200	552	715
202310	286	502
202370	27	40
202410	64	75
202530	454	902
202670	43	48
202690	98	102
202710	424	594
202730	106	117
202750	2543	3630
202860	31	68
203210	536	578
203290	6459	8371
203350	389	484
203510	509	595
203560	103	114
203630	608	703
203650	495	618
203680	370	477
203750	1413	1662
203770	19402	21417
203810	3080	3872
203830	1015	1184
203990	114	127
204060	919	1161
204120	462	545
204180	1585	1884
204220	31	42
204240	2284	2544
204300	20830	24542
204340	4479	5075
204360	38433	39893
204390	63	75
204440	44	55
204530	1611	1708
204560	25	74
204630	1421	1582
204760	43	171
204860	136	206
204880	5652	6125
204940	63	98
204960	182	358
205020	350	397
205060	65	111
205070	53	70
205080	55	90
205090	66	125
205190	342	386
205230	336	387
205270	25	30
205530	36	68
205550	122	182
205610	378	561
205650	1122	1351
205690	85	110
205710	613	840
205730	324	367
205810	61	97
205830	86	88
205840	411	497
205870	85	107
205910	2347	2541
205950	1540	1743
205990	417	645
206020	40	47
206040	15	19
206060	29	32
206190	7858	8068
206210	9303	11076
206250	60	78
206370	258	278
206410	13	16
206420	39223	42793
206440	29469	30522
206480	1748	2468
206500	7681	9134
206610	44	123
206690	95	111
206760	75	147
207000	18	35
207020	166	198
207080	830	860
207140	12679	13493
207150	171	447
207170	3051	3244
207190	55	96
207230	5657	7747
207250	237	319
207320	844	898
207350	1523	1602
207370	139	296
207380	131	143
207400	364	393
207420	319	411
207430	149	259
207490	1364	1473
207530	385	408
207570	111	117
207650	41	57
207670	15	26
207690	2280	2364
207710	8	12
207730	106	325
207750	640	733
207790	93	303
207930	321	442
208110	54	90
208140	4585	5752
208400	577	629
208460	5	30
208500	809	920
208520	689	1122
208580	7135	8018
208600	366	423
208620	20	28
208630	20	22
208640	22	23
208710	12	17
208730	811	1129
208750	1882	2078
209060	392	464
209080	7558	8230
209120	697	1231
209190	419	472
209230	105	126
209270	318	434
209330	108	168
209360	29	39
209370	1402	1475
209390	9	40
209520	212	310
209540	911	1133
209610	33	57
209630	196	230
209670	1073	1337
209690	64	87
209730	115	235
209750	23	40
209790	143	160
209850	29	44
209870	90	174
209950	408	441
210170	52	75
210230	16	18
210490	0	40
210550	345	385
210770	6127	6570
210950	345	373
210970	5280	6219
211010	46	58
211070	48	79
211180	236	258
211200	3	3
211201	3	3
211202	1	1
211203	0	1
211204	0	1
211205	4	4
211206	4	4
211207	1	1
211208	1	1
211209	2	2
211260	1633	1881
211280	102	172
211340	547	590
211360	111	125
211440	226	254
211500	5320	8941
211580	123	240
211780	351	441
211800	24	30
211820	53904	59262
211900	204	253
212010	546	764
212030	501	632
212050	276	303
212070	8714	11549
212110	60	76
212160	3709	5227
212200	1861	2559
212390	900	1237
212480	6293	6623
212500	6936	8624
212680	32955	34309
212700	17	29
212780	110	175
212800	5952	6663
213030	368	417
213330	753	862
213350	43	83
213390	9	15
213610	3736	4420
213650	1332	1558
213670	26511	27238
213850	0	0
214100	22	45
214130	81	131
214150	33	76
214170	1231	1421
214190	1841	3144
214340	5537	6189
214360	790	1093
214420	6386	8601
214510	2619	2941
214550	75	86
214570	85	99
214590	482	524
214610	268	299
214700	686	1052
214730	2678	2837
214770	2422	2575
214790	590	684
214830	804	897
214870	1441	1868
214910	75	161
214950	17136	22224
214970	594	658
215080	4480	5835
215100	1039	1333
215120	7	9
215160	971	1080
215280	4446	6587
215390	5	12
215450	24	25
215470	3690	4762
215510	1313	1629
215530	3689	4489
215550	46	92
215630	207	311
215670	729	1032
215690	380	471
215710	182	209
215770	25	41
215790	87	298
215830	2146	2924
215870	155	386
215930	373	532
216090	264	280
216110	628	778
216130	24	112
216150	3723	5468
216210	45	75
216260	287	332
216290	120	127
216670	27	29
216890	852	1086
216910	653	884
216930	6	7
217120	59	67
217200	2457	2630
217270	58	73
217290	127	147
217690	0	0
217750	898	1301
217790	171	247
218020	46	53
218040	35	67
218060	1372	1463
218090	414	519
218230	36656	44705
218410	2067	2146
218510	199	307
218640	3749	4722
218660	53	66
218680	4047	4422
218700	17	24
218740	176	249
218760	83	105
218980	17	113
219070	2	5
219190	401	448
219200	196	233
219340	567	769
219640	35867	43271
219680	964	1213
219700	446	697
219740	48767	50475
219760	123	240
219780	1573	1951
219830	3222	3886
219890	8997	9416
219910	1273	1403
219950	359	397
219990	23011	25401
220090	477	548
220160	1255	1652
220200	40977	45024
220260	2785	3080
220420	8	10
220460	459	555
220660	453	1087
220700	2189	2336
220740	1118	1222
220780	3032	3225
220860	1924	2211
220900	25	29
220960	6	14
220980	169	234
221020	554	2140
221180	262	283
221220	7	10
221260	3282	3469
221380	44760	47407
221540	1130	1409
221640	14369	14768
221680	0	0
221810	1424	1640
221830	198	234
221910	27734	30264
222140	240	322
222160	166	253
222180	5	9
222420	731	873
222440	759	821
222500	16	33
222520	516	838
222606	3	3
222615	0	0
222618	5	5
222638	0	0
222640	408	520
222660	161	184
222730	2841	3586
222750	2598	2947
222880	65819	72439
222940	3137	3565
222980	1643	1904
223000	43	46
223100	4156	7083
223220	655	781
223280	47	52
223330	707	959
223410	377	555
223430	60	193
223450	142	182
223490	256	675
223510	631	823
223630	376	625
223710	21217	24771
223730	224	247
223750	5323	6905
223810	1002	1128
223830	1758	2003
223850	2195	2500
224000	283	376
224040	140	174
224260	48487	54279
224280	156	164
224380	29	64
224440	1072	2273
224460	3108	3440
224480	5658	6126
224500	2013	2586
224540	8264	12879
224700	23	63
224740	270	617
224760	7295	7885
224820	1129	1174
224860	98	301
224900	205	341
225080	26726	28219
225260	6731	7137
225280	399	467
225420	563	959
225600	3138	4702
225640	801	1123
225840	12562	13740
226100	374	511
226120	73	103
226580	673	868
226620	778	864
226720	788	1278
226740	563	742
226780	38	76
226820	54	58
226840	3676	4654
226860	4909	6447
226960	144	185
227000	1630	1676
227020	127	227
227060	181	303
227080	924	974
227100	2407	2730
227160	264	1294
227180	1685	2523
227200	506	567
227220	1488	1697
227260	523	570
227300	131459	136271
227380	293	379
227580	1229	1357
227600	921	1036
227760	95	144
227780	1109	1250
227800	60	82
227860	2429	4398
227900	19	32
227920	78	187
227940	66802	101936
228180	1377	1762
228200	1456	1643
228260	866	1111
228280	3858	4465
228320	48	97
228360	950	1014
228380	7122	9214
228400	1830	3057
228440	87	122
228760	786	996
228960	291	317
229480	580	725
229520	220	327
229560	1	9
229580	482	827
229600	72	138
229790	4	5
229810	56	95
229870	451	529
229890	48	57
229950	267	318
229970	37	61
230050	4365	4951
230070	1563	1930
230150	103	131
230190	3198	3795
230210	0	0
230230	7009	7721
230270	1288	1334
230290	5226	5588
230310	113	320
230330	83	102
230410	231817	252779
230650	99	213
230700	1121	1368
230760	1	3
230820	1340	1487
230860	416	457
230980	111	143
231020	42	62
231040	308	354
231060	1610	2714
231140	469	848
231160	3617	3820
231200	1069	1269
231310	191	285
231330	679	935
231720	16	52
231740	1251	1473
231910	207	257
232010	3223	4065
232050	828	1263
232430	8586	11187
232450	41	66
232750	1097	1509
232790	2969	3621
232810	1466	5489
232890	2695	4305
232910	2358	2863
232950	92	194
233110	45	119
233150	2347	2541
233190	479	555
233210	42	148
233230	988	1322
233310	88	106
233350	347	395
233370	406	544
233410	87	97
233450	26607	28622
233470	3413	4082
233510	80	112
233530	35	113
233550	954	1111
233610	3388	3636
233680	285	323
233700	783	898
233720	9250	11175
233740	1650	1834
233800	48	54
233840	1029	1352
233860	9656	10839
234100	20	31
234160	381	450
234190	1650	1910
234270	844	905
234290	137	214
234330	2353	3410
234350	10	14
234370	8	19
234390	703	782
234490	180	283
234510	81	82
234630	5260	7012
234650	6278	7092
234670	5641	6304
234820	189	278
234900	433	494
234920	132	171
234940	255	316
235070	96	140
235210	1216	1400
235250	781	894
235320	797	863
235340	1957	3351
235360	485	611
235380	1720	2949
235400	619	1197
235520	70	103
235600	8575	10404
235620	350	467
235660	166	196
235720	17	19
235800	3345	4138
235820	376	444
235900	251	282
235980	183	186
236010	0	1
236090	10914	11345
236110	10921	14766
236130	187	332
236150	1942	2766
236290	12	14
236370	2375	3871
236390	87302	110432
236430	18968	21613
236450	3136	3254
236470	107	170
236490	14	24
236510	1299	3360
236690	2116	3004
236730	187	236
236790	85	375
236850	30036	36168
236870	14399	18422
236890	17	32
236930	403	412
236970	6	18
237110	8713	9821
237310	4812	6346
237350	117	158
237370	227	340
237430	635	802
237470	118	184
237550	93	178
237570	230	278
237630	2643	3065
237740	2046	2270
237760	88	91
237850	1940	2341
237870	3141	4625
237890	1052	1450
237930	19709	20805
237950	145	226
237970	49	68
237990	8080	9061
238070	1092	1150
238090	9023	11415
238240	694	1887
238260	2189	3018
238280	796	1094
238320	29174	30354
238370	3435	4392
238430	5922	8001
238460	35061	36095
238530	272	288
238630	122	160
238750	1437	2181
238870	43	333
238890	73	157
238910	212	249
238930	166	276
238960	76957	83577
239030	23179	24150
239070	2857	3199
239090	253	269
239200	2802	4273
239350	7621	8370
239430	468	552
239660	1625	2047
239700	376	436
239720	83	107
239800	1248	1346
239820	24094	25396
239840	1145	1561
240320	2999	4621
240340	75	81
240360	42	50
240440	433	473
240600	326	472
240620	102	174
240660	84	116
240720	9851	12426
240970	339	365
241000	106	220
241240	673	724
241260	1564	1714
241300	59	66
241410	876	979
241560	8455	12646
241600	11592	12422
241660	155	232
241680	3	4
241720	411	826
241790	30	35
241910	1050	1176
241930	32102	35157
242110	39	46
242130	259	479
242530	133	183
242550	2667	2909
242570	968	1397
242610	10	10
242680	7060	7291
242720	6880	10311
242780	216	261
242820	1462	1545
242840	952	1195
242860	17920	21131
242880	2153	2691
242920	21430	24021
243020	89	125
243120	1885	2301
243160	82	97
243200	1141	1256
243220	310	361
243280	44	51
243360	213	279
243450	963	1159
243780	247	304
243800	1910	2244
243890	7	16
